Deal PermID,Dates: Issue Date,Issuer/Borrower Name Full,"Issue Type
('|')",Transaction Status,Issuer/Borrower Nation,Current Filing Date,Offer Price,"Stock Price 1 Day After Offer
(USD)","Stock Price 1 Week After Offer
(USD)","Stock Price 4 Weeks After Offer
(USD)","Proceeds Amount Incl Overallotment Sold All Markets
(USD, Millions)","Financials: Market Value Before Offer
(USD, Millions)","Financials: Market Value After Offer
(USD, Millions)","Issuer/Borrower Stock Exchange Name
('|')",Security Type,"Offering Technique
('|')",Fees: Gross Spread as Pct of Principal Amount This Market,Domicile Nation Sub Region,Domicile Nation Region,Issuer/Borrower TRBC Economic Sector,Issuer/Borrower TRBC Business Sector,"Book Or Co-Managers
('|')","Target Market
('|')"
154085622156,2020-04-30,Lyra Therapeutics Inc,IPO,Live,United States,2020-04-27,16.00,17.78,15.21,15.87,64.40 ,NA,198.39,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,BofA Securities Inc|Jefferies LLC|William Blair & Co|BTIG LLC,United States Of America (North America)
154085622151,2020-04-29,Fortress Value Acquisition Corp,IPO,Live,United States,2020-03-06,10.00,10.05,10.00,10.00,300.00 ,NA,NA,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Deutsche Bank Securities Inc|Morgan Stanley & Co LLC|RBC Capital Markets,United States Of America (North America)
154085616344,2020-04-27,Social Capital Hedosophia Holdings Corp Ii,IPO,Live,United States,2020-03-17,10.00,10.15,10.25,10.60,360.00 ,NA,NA,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Credit Suisse Securities (USA) LLC,United States Of America (North America)
154085615759,2020-04-23,Oric Pharmaceuticals Inc,IPO,Live,United States,2020-04-23,16.00,26.06,26.55,28.20,138.00 ,340.68,478.68,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Citigroup Global Markets Inc|Jefferies LLC|Guggenheim Securities LLC,United States Of America (North America)
154085621879,2020-04-23,Chardan Healthcare Acquisition 2 Corp,IPO,Live,United States,2020-01-16,10.00,9.99,9.76,9.98,97.75 ,24.44,122.19,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,0.59,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC,United States Of America (North America)
154085621906,2020-04-23,CC Neuberger Principal Holdings I,IPO,Live,United States,2020-04-23,10.00,10.06,10.06,10.15,414.00 ,136.25,550.25,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,Goldman Sachs & Co|BofA Securities Inc|UBS Securities Inc|Nomura Securities International Inc,United States Of America (North America)
154085616380,2020-04-21,Social Capital Hedosophia Holdings Corp III,IPO,Live,United States,2020-04-21,10.00,10.10,10.11,10.35,720.00 ,NA,NA,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,Credit Suisse Securities (USA) LLC,United States Of America (North America)
154085633874,2020-04-07,Keros Therapeutics Inc,IPO,Live,United States,2020-04-07,16.00,21.57,27.18,27.86,110.40 ,211.03,321.43,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Jefferies LLC|SVB Leerink LLC|Piper Sandler & Co|HC Wainwright & Co Inc,United States Of America (North America)
154085621873,2020-04-02,Zentalis Pharmaceuticals LLC,IPO,Live,United States,2020-03-30,18.00,24.39,23.90,31.29,190.03 ,454.04,644.06,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co LLC|Jefferies LLC|SVB Leerink LLC|Guggenheim Securities LLC,United States Of America (North America)
154085477388,2020-03-11,Imara Inc,IPO,Live,United States,2020-03-10,16.00,16.00,16.60,15.90,75.20 ,1039.33,1114.53,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co LLC|Citigroup Global Markets Inc|SVB Leerink LLC,United States Of America (North America)
154085610252,2020-03-10,DFP Healthcare Acquisitions Corp,IPO,Live,United States,2020-03-10,10.00,10.01,9.55,9.96,230.00 ,57.50,287.50,Nasdaq,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,Deutsche Bank Securities Inc|Jefferies LLC|UBS Securities Inc|Earlybirdcapital Inc,United States Of America (North America)
154085601467,2020-03-05,Flying Eagle Acquisition Corp,IPO,Live,United States,2020-03-05,10.00,10.30,10.05,9.97,690.00 ,NA,NA,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Goldman Sachs & Co|Deutsche Bank Securities Inc,United States Of America (North America)
154085605031,2020-03-05,Lifesci Acquisition Corp,IPO,Live,United States,2020-02-14,10.00,10.25,9.90,9.90,65.64 ,17.25,82.89,Nasdaq,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC|B Riley FBR,United States Of America (North America)
154085594892,2020-02-27,Passage Bio Inc,IPO,Live,United States,2020-02-27,18.00,21.50,20.20,12.53,248.40 ,575.97,824.37,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Goldman Sachs & Co|Cowen & Co|Chardan Capital Markets LLC,United States Of America (North America)
154085612857,2020-02-26,DoubleLine Yield Opportunities Fund,IPO,Live,United States,2020-02-25,20.00,20.01,20.07,19.50,920.00 ,NA,NA,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,2.70,North America,Americas,Financials,Collective Investments,"UBS Securities Inc|BofA Securities Inc|Morgan Stanley & Co LLC|Wells Fargo Securities LLC|RBC Capital Markets LLC|Stifel Nicolaus & Co Inc|Arcadia Securities LLC|B Riley FBR|Bancroft Capital LLC|BB&T Capital Markets|DA Davidson & Co Inc|Hennion & Walsh, Inc|InCapital LLC|Janney Montgomery Scott LLC|JonesTrading Institutional Services LLC|Ladenburg Thalmann & Co|Maxim Group LLC|National Securities Corp (US)|Newbridge Securities|Pershing LLC|Wedbush Securities, Inc.|GMS Group",United States Of America (North America)
154085594431,2020-02-20,dMY Technology Group Inc,IPO,Live,United States,2020-01-31,10.00,10.30,10.26,9.42,230.00 ,NA,NA,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Goldman Sachs & Co|UBS Securities Inc,United States Of America (North America)
154085584615,2020-02-19,East Stone Acquisition Corp,IPO,Live,United States,2020-02-19,10.00,10.03,10.02,9.37,120.00 ,28.75,148.75,Nasdaq,Units,Firm Commitment|Negotiated Sale,1.75,North America,Americas,Financials,Investment Holding Companies,I-Bankers Securities Inc|Earlybirdcapital Inc|BTIG LLC|Ingalls & Snyder|B Riley FBR,United States Of America (North America)
154085592474,2020-02-13,Churchill Capital Corp III,IPO,Live,United States,2020-02-13,10.00,0.00,0.00,0.00,1000.00 ,NA,NA,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc|Goldman Sachs & Co|Maxim Group LLC,United States Of America (North America)
154084948949,2020-02-12,Muscle Maker Inc,IPO,Live,United States,2020-02-07,5.00,3.95,3.69,2.45,7.70 ,8.28,15.98,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,9.00,North America,Americas,Consumer Cyclicals,Cyclical Consumer Services,Alexander Capital LP,United States Of America (North America)
154085584663,2020-02-12,Revolution Medicines Inc,IPO,Live,United States,2020-02-11,17.00,28.31,31.00,24.54,273.70 ,729.34,1003.04,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Cowen & Co|SVB Leerink LLC|Guggenheim Securities LLC,United States Of America (North America)
154085570049,2020-02-11,Greenrose Acquisition Corp,IPO,Live,United States,2020-02-05,10.00,10.10,10.05,9.94,172.50 ,190.50,363.00,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,Imperial Capital LLC|I-Bankers Securities Inc,United States Of America (North America)
154085431895,2020-02-07,OneWater Marine Inc,IPO,Live,United States,2020-01-27,12.00,14.61,17.50,11.85,63.69 ,167.25,230.94,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Consumer Cyclicals,Cyclical Consumer Products,Robert W Baird & Co Inc|Raymond James & Associates Inc|SunTrust Robinson Humphrey,United States Of America (North America)
154085568393,2020-02-06,Nexpoint Real Estate Finance Inc,IPO,Live,United States,2020-01-27,19.00,18.85,19.15,17.90,95.00 ,2.50,97.50,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Real Estate,Real Estate,Raymond James & Associates Inc|Keefe Bruyette & Woods Inc|Robert W Baird & Co Inc,United States Of America (North America)
154085342732,2020-02-05,Casper Sleep Inc,IPO,Live,United States,2020-02-05,12.00,11.05,10.64,8.77,100.20 ,375.87,476.07,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,6.50,North America,Americas,Consumer Cyclicals,Cyclical Consumer Products,Morgan Stanley & Co LLC|Goldman Sachs & Co|Jefferies LLC|BofA Securities Inc|UBS Securities Inc|Citigroup Global Markets Inc|Guggenheim Securities LLC|Piper Sandler & Co,United States Of America (North America)
154085492436,2020-02-05,Beam Therapeutics Inc,IPO,Live,United States,2020-02-05,17.00,20.62,29.20,23.81,207.00 ,664.27,871.27,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"JP Morgan Securities LLC|Jefferies LLC|Barclays Capital Inc|Wedbush Securities, Inc.",United States Of America (North America)
154085534300,2020-02-05,PPD Inc,IPO,Live,United States,2020-02-05,27.00,30.92,31.86,29.01,1863.00 ,NA,9164.48,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,4.50,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Barclays Capital Inc|JP Morgan Securities LLC|Morgan Stanley & Co LLC|Goldman Sachs & Co|BofA Securities Inc|Credit Suisse Securities (USA) LLC|Jefferies & Co Inc|UBS Securities Inc|Citigroup Global Markets Inc|Deutsche Bank Securities Inc|Evercore Group|HSBC Securities (USA) Inc|Mizuho Securities USA LLC|Robert W Baird & Co Inc|William Blair & Co|Drexel Hamilton LLC,United States Of America (North America)
154085578975,2020-02-05,Schrodinger Inc,IPO,Live,United States,2020-02-05,17.00,NA,NA,NA,232.30 ,618.81,851.11,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co LLC|BofA Securities Inc|Jefferies LLC|BMO Capital Markets,United States Of America (North America)
154085470513,2020-01-30,Reynolds Consumer Products Inc,IPO,Live,United States,2020-01-21,26.00,29.61,30.20,28.85,1226.42 ,4041.83,5268.25,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,4.75,North America,Americas,Basic Materials,Applied Resources,Credit Suisse Securities (USA) LLC|Goldman Sachs & Co|JP Morgan Securities LLC|Barclays Capital Inc|Citigroup Global Markets Inc|Evercore Group|RBC Capital Markets|HSBC Securities (USA) Inc|Stifel Nicolaus & Co Inc|SunTrust Robinson Humphrey|Academy Securities Inc,United States Of America (North America)
154085573411,2020-01-30,1Life Healthcare Inc,IPO,Live,United States,2020-01-30,14.00,22.80,26.69,21.62,281.75 ,1468.76,1750.51,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,6.50,North America,Americas,Healthcare,Healthcare Services & Equipment,JP Morgan Securities LLC|Morgan Stanley & Co|Allen & Co Inc|Citigroup Global Markets Inc|Piper Sandler & Co|Wells Fargo Securities LLC|William Blair & Co|Robert W Baird & Co Inc|SunTrust Robinson Humphrey,United States Of America (North America)
154085574198,2020-01-30,Arcutis Biotherapeutics Inc,IPO,Live,United States,2020-01-30,17.00,25.13,26.39,26.58,183.28 ,463.28,646.56,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Goldman Sachs & Co|Cowen & Co|Guggenheim Securities LLC|Cantor Fitzgerald & Co,United States Of America (North America)
154085573444,2020-01-29,Black Diamond Therapeutics Inc,IPO,Live,United States,2020-01-21,19.00,37.50,38.74,28.90,231.31 ,42.18,273.49,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Jefferies LLC|Cowen & Co|Canaccord Genuity,United States Of America (North America)
154085576562,2020-01-29,InterPrivate Acquisition Corp,IPO,Live,United States,2020-01-08,10.00,10.15,10.14,10.20,241.50 ,NA,NA,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,Earlybirdcapital Inc|I-Bankers Securities Inc|Ladenburg Thalmann & Co|B Riley FBR,United States Of America (North America)
154085423307,2020-01-28,Annovis Bio Inc,IPO,Live,United States,2019-11-19,6.00,7.25,5.98,4.90,12.00 ,1.70,13.70,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,ThinkEquity Partners,United States Of America (North America)
154085616439,2020-01-28,BlackRock Health Sciences Trust II,IPO,Live,United States,2019-12-30,20.00,20.37,20.69,20.99,2115.00 ,NA,NA,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,2.60,North America,Americas,Financials,Collective Investments,"Morgan Stanley & Co LLC|BofA Securities Inc|UBS Securities Inc|Raymond James & Associates Inc|Wells Fargo Securities LLC|Stifel Nicolaus & Co Inc|Oppenheimer & Co Inc|RBC Capital Markets LLC|Ameriprise Financial Inc|Arcadia Securities LLC|B Riley FBR|BB&T Capital Markets|DA Davidson & Co Inc|Hennion & Walsh, Inc|InCapital LLC|Janney Montgomery Scott LLC|JonesTrading Institutional Services LLC|Ladenburg Thalmann & Co|Maxim Group LLC|National Securities Corp (US)|Newbridge Securities|Pershing LLC|Click IPO Securities LLC|Joseph Gunnar & Co., LLC|Synovus Securities Inc",United States Of America (North America)
154085548656,2020-01-23,Gores Holdings IV Inc,IPO,Live,United States,2019-12-05,10.00,10.49,10.48,10.56,425.00 ,NA,400.00,Nasdaq,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,Deutsche Bank Securities Inc|Morgan Stanley & Co,United States Of America (North America)
154085566097,2020-01-23,SCVX Corp,IPO,Live,United States,2019-12-23,10.00,10.32,10.35,10.38,200.00 ,NA,NA,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,Credit Suisse Securities (USA) LLC,United States Of America (North America)
154085512903,2020-01-16,Velocity Financial LLC,IPO,Live,United States,2020-01-06,13.00,14.11,13.64,14.43,94.25 ,152.75,247.00,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Financials,Banking & Investment Services,Wells Fargo Securities LLC|Citigroup Global Markets Inc|JMP Securities LLC|Raymond James & Associates Inc,United States Of America (North America)
154085351387,2019-12-19,Pacific Sports Exchange Inc,IPO,Live,United States,2019-07-02,0.02,NA,NA,NA,0.21 ,0.26,0.41,OTC,Common Stock,Best Efforts,NA,North America,Americas,Consumer Cyclicals,Cyclical Consumer Products,Not Applicable,United States Of America (North America)
154085457244,2019-12-18,Monopar Therapeutics Inc,IPO,Live,United States,2019-12-13,8.00,27.00,17.40,17.71,10.22 ,74.48,84.70,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,4.81,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JonesTrading Institutional Services LLC|Arcadia Securities|Brookline Capital Markets,United States Of America (North America)
154085530103,2019-12-16,Limeade Inc,IPO,Live,United States,2019-12-02,1.27,NA,NA,NA,68.84 ,30.37,64.83,Australia,Depositary Receipts,Offer for Sale|Offer for Subscription|Firm Commitment,3.00,North America,Americas,Technology,Software & IT Services,Macquarie Capital (Australia) Ltd|Moelis Australia Ltd|Shaw & Partners Ltd,Europe|Asia|United States Of America (North America)|Australia (Australia Or New Zealand)|Rest Of The World
154085517375,2019-12-12,Sprout Social Inc,IPO,Live,United States,2019-12-12,17.00,16.75,16.00,18.13,160.70 ,664.03,824.74,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|Morgan Stanley & Co|KeyBanc Capital Markets Inc|William Blair & Co|Canaccord Genuity|Stifel Nicolaus & Co Inc,United States Of America (North America)
154085539591,2019-12-12,CIIG Merger Corp,IPO,Live,United States,2019-12-12,10.00,10.15,10.12,10.22,258.75 ,64.69,323.44,Nasdaq,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,UBS Securities Inc|Barclays Capital Inc,United States Of America (North America)
154085539658,2019-12-12,Healthcare Merger Corp,IPO,Live,United States,2019-12-12,10.00,11.30,10.40,10.45,250.00 ,NA,NA,NA,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co,United States Of America (North America)
154085533046,2019-12-11,Bill.com Holdings Inc,IPO,Live,United States,2019-12-10,22.00,38.98,38.20,38.86,248.54 ,2672.16,2920.70,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|BofA Securities Inc|Jefferies LLC|KeyBanc Capital Markets Inc|Canaccord Genuity Corp|Needham & Co LLC|William Blair & Co,United States Of America (North America)
154085327000,2019-12-06,Nitro Software Ltd,IPO,Live,United States,2019-11-22,1.18,NA,NA,NA,75.38 ,177.22,222.21,Australia,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment|Offer for Sale,4.00,North America,Americas,Technology,Software & IT Services,Morgan Stanley Australia Securities Ltd,Asia|Europe|Australia (Australia Or New Zealand)|United States Of America (North America)|Rest Of The World
154085409698,2019-12-04,LMP Automotive Holdings Inc,IPO,Live,United States,2019-12-03,5.00,5.75,22.25,18.38,11.50 ,30.01,41.51,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Technology,Software & IT Services,ThinkEquity Partners,United States Of America (North America)
154085397131,2019-11-26,Calamos Longshort Equity & Income 2028 Term Trust,IPO,Live,United States,2019-06-04,20.00,20.00,19.92,19.61,365.00 ,NA,NA,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,NA,North America,Americas,Financials,Collective Investments,"UBS Securities Inc|Morgan Stanley & Co|Wells Fargo Securities LLC|RBC Capital Markets|Oppenheimer & Co Inc|Stifel Nicolaus & Co Inc|Arcadia Securities LLC|B Riley FBR|Bancroft Capital|BB&T Capital Markets|DA Davidson & Co Inc|InCapital LLC|Janney Montgomery Scott LLC|JonesTrading Institutional Services LLC|Ladenburg Thalmann & Co|Maxim Group LLC|National Securities Corp (US)|Newbridge Securities|Pershing LLC|Wedbush Securities, Inc.",United States Of America (North America)
154085515383,2019-11-21,Alpine Income Property Trust Inc,IPO,Live,United States,2019-11-21,19.00,18.65,18.77,18.90,142.50 ,NA,NA,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Real Estate,Real Estate,Raymond James & Associates Inc|Robert W Baird & Co Inc|B Riley FBR|BMO Capital Markets|Janney Montgomery Scott LLC|DA Davidson & Co Inc,United States Of America (North America)
154085521149,2019-11-21,CHP Merger Corp,IPO,Live,United States,2019-11-21,10.00,10.06,10.19,10.13,275.00 ,NA,NA,Nasdaq,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,JP Morgan Securities LLC|Credit Suisse Securities (USA) LLC|Morgan Stanley & Co,United States Of America (North America)
154085524442,2019-11-21,PropTech Acquisition Corp,IPO,Live,United States,2019-11-21,10.00,10.14,10.17,10.19,172.50 ,NA,150.00,Nasdaq,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co|Northland Capital Markets,United States Of America (North America)
154085515573,2019-11-20,SiTime Corp,IPO,Live,United States,2019-11-07,13.00,18.05,17.40,21.07,55.90 ,195.00,250.90,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Technology,Technology Equipment,Barclays Capital Inc|Stifel Nicolaus & Co Inc|Needham & Co LLC|Raymond James & Associates Inc|Roth Capital Partners Inc,United States Of America (North America)
154085517346,2019-11-19,Amplitude Healthcare Acquisition Corp,IPO,Live,United States,2019-11-19,10.00,9.99,9.98,10.05,100.00 ,NA,100.00,Nasdaq,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,BMO Capital Markets|SVB Leerink LLC,United States Of America (North America)
154085517493,2019-11-19,Software Acquisition Group Inc,IPO,Live,United States,2019-11-19,10.00,10.09,10.15,10.11,149.50 ,NA,130.00,Nasdaq,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,B Riley FBR,United States Of America (North America)
154085098929,2019-11-12,YayYo Inc,IPO,Live,United States,2019-11-05,4.00,3.95,2.91,1.48,10.50 ,107.21,117.71,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,8.00,North America,Americas,Technology,Software & IT Services,Aegis Capital Corp.|WestPark Capital Inc,United States Of America (North America)
154085504366,2019-11-08,89bio Inc,IPO,Live,United States,2019-11-08,16.00,19.75,28.27,27.28,97.61 ,NA,207.89,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,BofA Securities Inc|SVB Leerink LLC|RBC Capital Markets|Oppenheimer & Co Inc,United States Of America (North America)
154085492300,2019-11-07,Stable Road Acquisition Corp,IPO,Live,United States,2019-09-27,10.00,10.07,10.19,10.14,150.00 ,NA,NA,Nasdaq,Units,Negotiated Sale|Firm Commitment,6.00,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co,United States Of America (North America)
154085508927,2019-11-07,TELA Bio Inc,IPO,Live,United States,2019-11-07,13.00,12.85,12.09,12.37,57.18 ,86.34,143.53,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Healthcare Services & Equipment,Jefferies & Co Inc|Piper Jaffray Cos|Canaccord Genuity Corp|JMP Securities LLC,United States Of America (North America)
154085512270,2019-11-07,Juniper Industrial Holdings Inc,IPO,Live,United States,2019-10-18,10.00,9.99,10.00,10.03,345.00 ,NA,300.00,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,UBS Securities Inc,United States Of America (North America)
154085517203,2019-11-07,CNS Pharmaceuticals Inc,IPO,Live,United States,2019-11-07,4.00,4.25,4.38,3.99,8.50 ,54.35,62.85,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"Benchmark Co LLC|Joseph Gunnar & Co., LLC",United States Of America (North America)
154085237999,2019-11-06,Silvergate Capital Corp,IPO,Live,United States,2019-10-28,12.00,13.02,15.35,15.50,46.00 ,199.76,215.66,New York Stock Exchange,Class A Common Shares,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Financials,Banking & Investment Services,Barclays|Keefe Bruyette & Woods Inc|Sandler O'Neill Partners  L.P.|Compass Point Research & Trading LLC|Performance Trust Capital|Galaxy Digital Advisors LLC,United States Of America (North America)
154085498808,2019-11-06,LGL Systems Acquisition Corp,IPO,Live,United States,2019-11-04,10.00,10.03,10.06,10.06,172.50 ,35.94,208.44,Nasdaq,Units,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Financials,Investment Holding Companies,Jefferies LLC|BTIG LLC,United States Of America (North America)
154085504401,2019-11-06,Galera Therapeutics Inc,IPO,Live,United States,2019-11-06,12.00,12.00,13.25,10.90,60.00 ,232.35,292.35,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,BofA Securities Inc|Citigroup Global Markets Inc|Credit Suisse Securities (USA) LLC|BTIG LLC,United States Of America (North America)
154085500207,2019-11-04,Merida Merger Corp I,IPO,Live,United States,2019-10-30,10.00,10.00,9.99,9.98,120.00 ,29.75,149.75,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,Earlybirdcapital Inc|Ladenburg Thalmann & Co,United States Of America (North America)
154085504482,2019-10-31,Finserv Acquisition Corp,IPO,Live,United States,2019-10-31,10.00,10.08,10.05,10.07,220.00 ,NA,226.65,Nasdaq,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Barclays Capital Inc|Cantor Fitzgerald & Co,United States Of America (North America)
154085504510,2019-10-31,Osprey Technology Acquisition Corp,IPO,Live,United States,2019-10-31,10.00,10.00,10.01,10.01,316.25 ,NA,NA,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,5.50,North America,Americas,Financials,Investment Holding Companies,Credit Suisse Securities (USA) LLC|I-Bankers Securities Inc,United States Of America (North America)
154085426341,2019-10-30,RAPT Therapeutics Inc,IPO,Live,United States,2019-10-28,12.00,NA,22.27,25.91,36.00 ,219.36,255.36,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Wells Fargo Securities LLC|BMO Capital Markets|UBS Securities Inc,United States Of America (North America)
154085497791,2019-10-30,Oyster Point Pharma Inc,IPO,Live,United States,2019-10-30,16.00,17.90,16.19,16.91,80.00 ,249.80,329.80,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Cowen & Co|Piper Jaffray Cos,United States Of America (North America)
154085395278,2019-10-28,AllianzGI Artificial Intelligence & Technology Opportunities Fund,IPO,Live,United States,2019-05-31,20.00,20.00,20.20,20.19,656.36 ,NA,NA,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,3.00,North America,Americas,Financials,Collective Investments,"BofA Securities Inc|Morgan Stanley & Co|UBS Securities Ltd|Wells Fargo Securities LLC|Ameriprise Financial Inc|Oppenheimer & Co Inc|RBC Capital Markets LLC|Stifel Nicolaus & Co Inc|B Riley FBR|Brookline Capital Markets|DA Davidson & Co Inc|InCapital LLC|Janney Montgomery Scott LLC|JonesTrading Institutional Services LLC|Ladenburg Thalmann & Co|Maxim Group LLC|National Securities Corp (US)|Newbridge Securities|Pershing LLC|Wedbush Securities, Inc.|BB&T Capital Markets",United States Of America (North America)
154085459990,2019-10-24,TFF Pharmaceuticals Inc,IPO,Live,United States,2019-09-27,5.00,5.04,5.25,5.14,22.00 ,67.13,89.13,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.50,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,National Securities Corp (US),United States Of America (North America)
